Series Title,Year Released,Content Rating,IMDB Rating,R Rating,Genre,No of Seasons,Streaming Platform
Sister Wives,2010,16+,4.3,51,"Reality, Drama",10,Multiple Streaming Platforms
Old Money,2015,7+,7.6,51,"Animation, Comedy",2,Netflix
Bolívar: Una lucha admirable,2019,18+,7.5,51,"Biography, Drama",1,Netflix
Worst Week,2008,7+,7.5,51,"Comedy, 2008",1,Unknown
Crime Diaries: The Candidate,2019,18+,7.6,51,"Crime, Drama",2,Netflix
Brave 10,2012,7+,6.6,51,"Action & Adventure, Anime",1,Multiple Streaming Platforms
Spirit: Riding Free,2017,7+,6.5,51,"Animation, Action & Adventure",8,Netflix
Those Who Kill,2011,18+,7.2,51,"Drama, Mystery",1,Unknown
How the States Got Their Shapes,2010,7+,8.1,51,"Documentary, Action & Adventure",2,Hoopla
Great British Railway Journeys,2010,All Ages,7.9,51,"Documentary, Travel",9,Prime Video
History Detectives,2003,16+,8.6,51,"Documentary, History",11,Free Services
The Dangerous Book for Boys,2018,7+,5.9,51,"Comedy, Drama",1,Prime Video
Okami-san and Her Seven Companions,2010,16+,7.2,51,"Animation, Anime",1,Funimation
Helpsters,2019,All Ages,6,51,"Children, Family",1,Apple TV+
Gold Rush: White Water,2018,16+,6.5,51,"Reality, 2018",3,fuboTV
D-Frag!,2014,16+,7.4,51,"Animation, Anime",1,Funimation
The Haunted Hathaways,2013,All Ages,5.2,51,"Children, Comedy",2,Unknown
Red Data Girl,2013,16+,6.3,51,"Animation, Anime",1,Funimation
Malcolm & Eddie,1996,7+,6.6,51,"Comedy, 1996",4,Starz
Bajillion Dollar Propertie$,2016,18+,7.6,51,"Comedy, 2016",4,Unknown
Genius by Stephen Hawking,2016,All Ages,7.7,51,"Documentary, 2016",1,Hoopla
Ryan Hansen Solves Crimes on Television,2017,18+,7,51,"Action & Adventure, Comedy",2,Multiple Streaming Platforms
Curiosity,2011,16+,7.8,51,"Documentary, 2011",3,Prime Video
Mr. Wizard's World,1983,All Ages,8.1,51,"Children, Family",5,Multiple Streaming Platforms
The Bill Engvall Show,2007,7+,5.6,51,"Comedy, Family",3,Unknown
The Ruth Rendell Mysteries,1987,16+,6.7,51,"Drama, Crime",12,Multiple Streaming Platforms
Astronomy Club: The Sketch Show,2019,18+,7,51,"Comedy, 2019",1,Netflix
Yankee,2019,18+,6,51,"Thriller, Drama",1,Netflix
Globe Trekker,2005,All Ages,8.6,51,"Action & Adventure, Documentary",17,Unknown
Анна-детективъ,2016,16+,7.8,51,"Mystery, Drama",1,Multiple Streaming Platforms
Boogiepop Phantom,2000,16+,7.3,51,"Animation, Anime",1,Funimation
Handa-kun,2016,16+,7.2,51,"Animation, Anime",1,Funimation
SOTUS The Series,2016,16+,8.1,51,"Drama, Romance",2,Netflix
Insane Pools: Off the Deep End,2015,7+,7.1,51,"Reality, Documentary",4,Multiple Streaming Platforms
Nekopara,2020,16+,6.3,51,"Animation, Anime",1,Funimation
Love & Hip Hop Hollywood,2014,16+,5.2,51,"Reality, 2014",6,Multiple Streaming Platforms
Stonemouth,2015,18+,6.4,51,"Crime, Drama",1,BritBox
Public Morals,2015,18+,6.8,51,"Crime, Drama",1,Hoopla
Dead Man's Walk,1996,13+,7.2,51,"Action & Adventure, Drama",1,Multiple Streaming Platforms
1994,2019,18+,7.6,51,"Documentary, History",1,Netflix
Sherman's Showcase,2019,18+,5.7,51,"Comedy, 2019",2,Multiple Streaming Platforms
Kuromukuro,2016,16+,7.2,51,"Animation, Drama",2,Netflix
Tiny Creatures,2020,7+,4.6,51,"Documentary, Drama",1,Netflix
David the Gnome,1985,All Ages,7.4,51,"Animation, Children",2,Prime Video
The Wall,2016,7+,5.9,51,"Game Show, Reality",3,Multiple Streaming Platforms
The First 48 Presents: Homicide Squad Atlanta,2019,16+,8.4,51,"Documentary, Crime",1,Multiple Streaming Platforms
The Hotwives of Orlando,2014,16+,7.4,51,"Comedy, 2014",1,Hulu
Total Drama: Revenge of the Island,2012,7+,6.3,51,"Animation, Children",1,Unknown
The New Detectives,1996,7+,7.7,51,"Documentary, Crime",9,Multiple Streaming Platforms
Sheriff Callie's Wild West,2013,All Ages,6.4,51,"Children, Animation",2,Multiple Streaming Platforms
The Incredible Hulk,1982,7+,6.9,51,"Animation, Science-Fiction",1,Unknown
Moby Dick,2011,18+,6.2,51,"Action & Adventure, Drama",1,Multiple Streaming Platforms
Road to 9/11,2017,16+,8.3,51,"Documentary, 2017",1,Unknown
Momma Named Me Sheriff,2019,18+,6.2,51,"Animation, Comedy",1,Multiple Streaming Platforms
Pac-Man and the Ghostly Adventures,2013,7+,4.8,51,"Animation, Children",3,Multiple Streaming Platforms
Nature's Great Events,2009,7+,9,51,"Documentary, 2009",1,Unknown
Booze Traveler,2014,7+,8.4,51,"Food, Travel",4,Multiple Streaming Platforms
Witchblade,2006,18+,7.1,51,"Action & Adventure, Animation",1,Multiple Streaming Platforms
Dinosaur King,2007,7+,5.5,51,"Action & Adventure, Anime",2,Netflix
On the Buses,1969,7+,7,51,"Comedy, Documentary",7,Unknown
Brainchild,2018,7+,8,51,"Reality, Documentary",1,Netflix
Match Game,2016,7+,6.1,51,"Comedy, Game Show",5,Multiple Streaming Platforms
Frankie,2013,7+,7.3,50,"Drama, Family",1,Multiple Streaming Platforms
Servant of the People,2015,7+,6.8,50,"Comedy, 2015",3,Netflix
A Very British Murder with Lucy Worsley,2013,16+,8.1,50,"Documentary, 2013",1,BritBox
The Piano Forest,2018,7+,7.1,50,"Anime, Animation",2,Netflix
Princess Jellyfish,2010,16+,7.7,50,"Animation, Anime",1,Funimation
Everest: Beyond the Limit,2006,7+,8.4,50,"Documentary, Action & Adventure",3,Prime Video
Little Women: LA,2014,16+,5.4,50,"Documentary, Reality",8,Multiple Streaming Platforms
OniAi,2012,18+,6.1,50,"Animation, Anime",1,Funimation
Archie's Weird Mysteries,1999,7+,7.4,50,"Children, Animation",1,Multiple Streaming Platforms
Arne Dahl,2011,18+,6.8,50,"Mystery, Crime",2,Hoopla
Ripping Yarns,1976,7+,8,50,"Action & Adventure, Comedy",2,BritBox
Arranged,2015,16+,5.9,50,"Reality, Documentary",2,Multiple Streaming Platforms
The Meltdown with Jonah and Kumail,2014,18+,7.2,50,"Comedy, 2014",3,Multiple Streaming Platforms
Brotherhood,2019,16+,7.6,50,"Crime, Drama",1,Netflix
Tenchi Muyô! GXP,2002,7+,7.1,50,"Animation, Comedy",1,Hulu
Jon Benjamin Has a Van,2011,16+,7.5,50,"Comedy, 2011",1,Multiple Streaming Platforms
Power Rangers Beast Morphers,2019,7+,6.9,50,"Action & Adventure, Science-Fiction",2,Netflix
Finding Prince Charming,2016,16+,5.3,50,"Reality, LGBTQ",1,Free Services
Epitaphs,2004,18+,7.9,50,"Action & Adventure, Drama",2,Multiple Streaming Platforms
Hot Wheels Battle Force 5,2009,7+,5.6,50,"Animation, 2009",2,Hoopla
Ocean Girl,1994,7+,7.4,50,"Family, Drama",4,Unknown
Murder Chose Me,2017,16+,8.2,50,"Crime, Documentary",3,fuboTV
Maigret,1992,18+,7.7,50,"Drama, Crime",2,Multiple Streaming Platforms
Senryu Girl,2019,7+,7,50,"Animation, Anime",1,Multiple Streaming Platforms
Stroker and Hoop,2004,18+,7.2,50,"Action & Adventure, Animation",1,Free Services
The Dude Perfect Show,2016,7+,6.6,50,"Action & Adventure, Reality",3,Multiple Streaming Platforms
Dinotrux,2015,7+,7,50,"Animation, Action & Adventure",5,Multiple Streaming Platforms
Ordinary Lies,2015,18+,7.2,50,"Drama, 2015",2,BritBox
The New York Times Presents,2020,18+,6,50,"Documentary, 2020",1,Multiple Streaming Platforms
Killer Women,2014,16+,6.1,50,"Drama, 2014",1,Free Services
Blade of the Immortal,2008,16+,6.7,50,"Action & Adventure, Anime",1,Prime Video
Saints & Strangers,2015,16+,7.1,50,"Drama, History",1,Unknown
Shazam!,1974,7+,6.7,50,"Action & Adventure, Family",3,DC Universe
The Neighbor,2019,18+,6.5,50,"Action & Adventure, Comedy",1,Netflix
Public Enemy,2016,16+,7.5,50,"Crime, Drama",2,Unknown
LA Ink,2007,7+,5.5,50,"Documentary, Reality",4,TLC
Sugar Rush,2018,7+,7,50,"Reality, Game Show",3,Funimation
Tears to Tiara,2009,16+,6.7,50,"Action & Adventure, Animation",1,Unknown
Peg + Cat,2013,All Ages,7.8,50,"Animation, Children",2,Multiple Streaming Platforms
Exes and Ohs,2007,16+,7,50,"Comedy, 2007",2,Free Services
Wild Things with Dominic Monaghan,2013,16+,8.4,50,"Documentary, Reality",3,Multiple Streaming Platforms
Three Busy Debras,2020,16+,5.5,50,"Comedy, 2020",1,Multiple Streaming Platforms
Anna Pihl,2006,18+,6,50,"Drama, Crime",3,Unknown
Nightmare Next Door,2011,16+,7.1,50,"Documentary, Crime",10,Multiple Streaming Platforms
Beat Shazam,2017,16+,6,50,"Game Show, 2017",3,Multiple Streaming Platforms
Ax Men,2008,7+,5.5,50,"Documentary, Action & Adventure",10,Multiple Streaming Platforms
Christiane Amanpour: Sex & Love Around the World,2018,18+,7.4,50,"Reality, Documentary",1,Netflix
Man Up!,2011,7+,6.6,50,"Comedy, 2011",1,Multiple Streaming Platforms
Gidget,1965,All Ages,6.7,50,"Comedy, 1965",1,Unknown
A Thousand Days' Promise,2011,16+,8.2,50,"Drama, Romance",1,Multiple Streaming Platforms
Jake and the Never Land Pirates,2011,All Ages,5.6,50,"Animation, Action & Adventure",4,Disney+
Mrs Biggs,2012,16+,7.7,50,"Drama, 2012",1,AcornTV
Cracked,2013,16+,7,50,"Crime, Drama",2,Unknown
Dream Corp LLC,2016,16+,7.1,50,"Comedy, 2016",2,Multiple Streaming Platforms
Thunderbirds Are Go!,2015,All Ages,6.7,50,"Animation, Action & Adventure",4,Prime Video
The Cramp Twins,2002,7+,6.2,50,"Animation, Comedy",4,Free Services
The Cat in the Hat Knows a Lot About That!,2010,All Ages,6.5,50,"Animation, Children",3,Multiple Streaming Platforms
Ga-Rei -Zero-,2008,18+,7.4,50,"Animation, Science-Fiction",1,Funimation
Bubblegum Crisis - Tokyo 2040,1998,18+,7.2,50,"Action & Adventure, Anime",1,Funimation
Matador,2014,16+,5.7,50,"Action & Adventure, Drama",1,Unknown
"Dude, You're Screwed",2013,16+,7.8,50,"Reality, 2013",2,Unknown
The Trixie & Katya Show,2017,16+,8,50,"Comedy, 2017",1,Viceland
Flipping 101,2020,All Ages,8.3,50,"Home & Garden, 2020",1,Multiple Streaming Platforms
Brother vs. Brother,2013,All Ages,6.1,50,"Home & Garden, Reality",8,Multiple Streaming Platforms
The Honeymoon Stand Up Special,2018,16+,6.8,50,"Comedy, 2018",1,Netflix
Mapp and Lucia,2014,7+,7.5,50,"Comedy, Drama",1,BritBox
Genius of the Modern World,2016,All Ages,7.6,50,"Documentary, Biography",1,Netflix
Madagascar: A Little Wild,2020,All Ages,8.1,50,"Animation, Children",1,Multiple Streaming Platforms
Hooked,2015,18+,7.6,50,"Crime, Drama",2,Multiple Streaming Platforms
I Hear You,2019,All Ages,7.8,50,"Comedy, Romance",1,Netflix
Flipping Out,2007,16+,6.8,50,"Reality, 2007",11,Multiple Streaming Platforms
Running Wilde,2010,16+,6.8,50,"Comedy, 2010",1,Free Services
Cupcake Wars,2010,All Ages,5.8,50,"Reality, Food",10,Multiple Streaming Platforms
The Chosen One,2019,18+,5.6,50,"Drama, Thriller",2,Netflix
The New Adventures of Batman,1977,7+,7.1,50,"Action & Adventure, Animation",1,DC Universe
Transformers: Cyberverse,2018,7+,6.8,50,"Action & Adventure, Animation",4,Multiple Streaming Platforms
WPC 56,2013,7+,7.3,50,"Drama, Crime",3,BritBox
Aaron Stone,2009,7+,6.8,50,"Action & Adventure, Children",2,Unknown
"Ni Hao, Kai-Lan",2007,All Ages,5.2,50,"Animation, Children",2,Unknown
Cake,2019,18+,6.1,50,"Animation, Comedy",3,Multiple Streaming Platforms
Bad Teacher,2014,16+,5.2,50,"Comedy, 2014",1,Free Services
Lego Star Wars: Droid Tales,2015,7+,7.5,50,"Action & Adventure, Animation",10,Disney+
Crash & Bernstein,2012,All Ages,4.8,50,"Children, Comedy",2,Disney+
Soul Eater Not!,2014,16+,5.7,50,"Action & Adventure, Anime",1,Multiple Streaming Platforms
American Gangster,2006,16+,7.8,50,"Documentary, 2006",4,BET+
I Feel Bad,2018,16+,5.9,50,"Comedy, 2018",1,Unknown
Open Heart,2015,7+,7.1,50,"Drama, Mystery",1,Unknown
Mighty Ducks: The Animated Series,1996,7+,6.5,50,"Animation, Action & Adventure",1,Disney+
Sid the Science Kid,2008,All Ages,5.4,50,"Animation, Children",3,Multiple Streaming Platforms
90 Day Fiancé: B90 Strikes Back!,2020,16+,4,50,"Reality, Drama",1,Multiple Streaming Platforms
Samurai Girl,2008,All Ages,6.4,50,"Drama, 2008",1,Unknown
Midnight Occult Civil Servants,2019,16+,6.7,50,"Animation, Anime",2,Multiple Streaming Platforms
Dancing Queen,2018,7+,6.9,50,"Reality, 2018",1,Netflix
Eleventh Hour,2008,16+,7.2,50,"Drama, Science-Fiction",1,Unknown
Texhnolyze,2003,18+,7.7,50,"Animation, Drama",1,Funimation
Moving Art,2007,7+,8.7,50,"Documentary, 2007",3,Netflix
Valemont,2009,7+,5.3,50,"Fantasy, Horror",1,Prime Video
Ex on the Beach,2018,16+,4.7,50,"Reality, 2018",4,Unknown
"Alex, Inc.",2018,7+,5.7,50,"Comedy, 2018",1,Unknown
The Littles,1983,All Ages,6.5,50,"Animation, Action & Adventure",3,Hoopla
The Doris Day Show,1968,All Ages,7.3,50,"Comedy, 1968",5,Multiple Streaming Platforms
Waiting in the Summer,2012,16+,7,50,"Animation, Anime",1,Free Services
MegaStructures,1901,All Ages,7.4,50,"Documentary, 1901",11,Unknown
Dead Set on Life,2016,16+,8.1,50,"Documentary, Food",3,Viceland
Flip Flappers,2016,16+,7.3,50,"Animation, Action & Adventure",2,Free Services
Flavorful Origins,2019,All Ages,7.6,50,"Documentary, Food",2,Netflix
Cannonball,2020,7+,5.6,50,"Game Show, Reality",1,Multiple Streaming Platforms
Eve,2003,7+,6.3,50,"Comedy, 2003",3,Unknown
Jailbirds,2019,18+,7.1,50,"Reality, Documentary",1,Netflix
Today's Menu for the Emiya Family,2017,7+,7.3,50,"Animation, Comedy",1,Multiple Streaming Platforms
Peep and the Big Wide World,2004,All Ages,7,50,"Animation, Children",5,Multiple Streaming Platforms
The Golden State Killer: It's Not Over,2018,16+,6.9,50,"Documentary, Crime",1,Multiple Streaming Platforms
El Tigre: The Adventures of Manny Rivera,2007,7+,6.3,50,"Animation, Children",1,Unknown
Hasmukh,2020,18+,5.3,50,"Comedy, Crime",1,Netflix
The Morose Mononokean,2016,7+,7,50,"Animation, Anime",2,Multiple Streaming Platforms
Jessica,2004,16+,7.7,50,"Drama, 2004",1,Multiple Streaming Platforms
Dragonar Academy,2014,18+,6.7,50,"Action & Adventure, Animation",1,Funimation
Black Market,2016,18+,8.1,50,"Documentary, 2016",1,Multiple Streaming Platforms
Grimoire of Zero,2017,16+,7,50,"Animation, Anime",1,Prime Video
A Christmas Carol,2019,18+,7.2,50,"Drama, Fantasy",1,Unknown
The Mayor,2017,7+,5.6,50,"Comedy, 2017",1,Unknown
The Loop,2006,16+,7.3,50,"Comedy, 2006",2,Hulu
Negima!,2005,7+,6.1,50,"Animation, Anime",2,Hulu
New Looney Tunes,2015,7+,5.8,50,"Animation, Comedy",9,HBO MAX
Beaver Falls,2011,16+,7.8,50,"Comedy, Drama",2,Free Services
True Life Crime,2020,16+,5.8,50,"Documentary, Crime",1,Multiple Streaming Platforms
Big School,2013,16+,6.7,50,"Comedy, 2013",2,Free Services
Life of Crime,2013,18+,6.4,50,"Crime, Drama",1,BritBox
Sky Wizards Academy,2015,16+,6.8,50,"Animation, Action & Adventure",1,Multiple Streaming Platforms
Robotboy,2005,All Ages,5.7,50,"Animation, Action & Adventure",4,Starz
"Go, Diego, Go!",2005,All Ages,7.7,50,"Animation, Children",7,Unknown
Liberty's Kids,2002,7+,7.9,50,"Animation, Action & Adventure",1,Multiple Streaming Platforms
This Giant Beast That is the Global Economy,2019,16+,7.7,50,"Documentary, 2019",1,Prime Video
Stars Align,2019,16+,7.1,50,"Animation, Anime",1,Multiple Streaming Platforms
Celebrity Rehab with Dr. Drew,2008,16+,5.9,50,"Reality, Drama",6,Multiple Streaming Platforms
Broke,2020,7+,4.5,50,"Comedy, Family",1,Multiple Streaming Platforms
Halloween Baking Championship,2015,All Ages,7.6,50,"Family, Reality",6,Multiple Streaming Platforms
"Neon Joe, Werewolf Hunter",2015,16+,7.1,50,"Comedy, Horror",2,Multiple Streaming Platforms
Clue,2011,7+,6.8,50,"Action & Adventure, Children",1,Free Services
Prank Encounters,2019,18+,5.1,50,"Comedy, Horror",1,Netflix
Jamie Oliver's Food Revolution,2010,All Ages,7.9,50,"Home & Garden, Reality",2,Free Services
Juni Taisen: Zodiac War,2017,18+,6.6,50,"Fantasy, Anime",1,Multiple Streaming Platforms
Great Performances,1972,7+,7.4,50,"Drama, Musical",42,Free Services
Property Brothers: Buying and Selling,2012,All Ages,7.1,50,"Home & Garden, Reality",9,Multiple Streaming Platforms
O'Grady,2004,7+,8,50,"Animation, Comedy",2,Unknown
Caribbean Life,2014,All Ages,6.6,50,"Home & Garden, Reality",20,Multiple Streaming Platforms
Greatness Code,2020,7+,4.4,50,"Documentary, Biography",1,Apple TV+
Fear Thy Neighbor,2014,18+,7.6,50,"Documentary, Drama",6,fuboTV
Scrapped Princess,2003,7+,7.5,50,"Animation, Anime",1,Funimation
Dr. K's Exotic Animal ER,2014,7+,7.9,50,"Reality, 2014",8,Multiple Streaming Platforms
Kröd Mändoon and the Flaming Sword of Fire,2009,7+,7.2,50,"Comedy, Action & Adventure",1,Unknown
Chuggington,2008,All Ages,5.9,50,"Animation, Children",8,Hulu
North Woods Law,2012,7+,7.5,50,"Crime, Reality",14,fuboTV
Total Bellas,2016,16+,5.8,50,"Reality, Documentary",6,Hulu
My Big Fat American Gypsy Wedding,2012,7+,4,50,"Reality, 2012",6,Multiple Streaming Platforms
The Legend of Zelda,1989,All Ages,5.8,50,"Animation, Action & Adventure",1,Multiple Streaming Platforms
Class of the Titans,2005,7+,7.4,50,"Animation, Action & Adventure",2,Unknown
My Friends Tigger & Pooh,2007,All Ages,5.8,50,"Animation, Children",3,Disney+
The Irresponsible Captain Tylor,1993,All Ages,7.7,50,"Animation, Comedy",2,Starz
Mortel,2019,18+,6.5,50,"Drama, Fantasy",1,Netflix
Ghost in the Shell: Arise - Alternative Architecture,2015,18+,7.5,50,"Action & Adventure, Animation",1,Unknown
Prince of Stride: Alternative,2016,16+,6.6,50,"Animation, Sport",1,Multiple Streaming Platforms
The New Adventures of Superman,1966,7+,7.4,50,"Action & Adventure, Animation",3,DC Universe
The Story of Diana,2017,16+,8.1,50,"Documentary, Biography",1,Hoopla
Just Add Magic: Mystery City,2020,All Ages,7.3,50,"Comedy, Family",1,Prime Video
Biography,1987,7+,7.7,50,"Documentary, Biography",33,Unknown
Malibu Country,2012,7+,6,50,"Comedy, 2012",1,Free Services
Happyland,2014,16+,6.4,50,"Comedy, Drama",1,Unknown
Flying Witch,2016,All Ages,7.2,50,"Animation, Anime",2,Free Services
Triad Princess,2019,18+,7,50,"Action & Adventure, Drama",1,Netflix
"Lucy, the Daughter of the Devil",2005,18+,7.5,50,"Animation, Comedy",1,Free Services
Jack's Big Music Show,2005,All Ages,6.8,50,"Children, Family",2,Unknown
Brews Brothers,2020,18+,4.9,50,"Comedy, 2020",1,Netflix
Haunted,2018,18+,4.5,50,"Documentary, Horror",2,Netflix
Lost Song,2018,16+,7.1,50,"Animation, Action & Adventure",1,Netflix
Joker Game,2016,18+,7,50,"Thriller, Anime",1,Multiple Streaming Platforms
Shomin Sample,2015,16+,6.6,50,"Animation, Anime",1,Multiple Streaming Platforms
Big Bad Beetleborgs,1996,7+,6.3,50,"Action & Adventure, Comedy",2,Netflix
Secrets of the Dead,2000,7+,7.8,50,"Documentary, History",19,Free Services
The Land Before Time,2007,All Ages,6.4,49,"Animation, Children",1,Free Services
American Woman,2018,16+,6.2,49,"Comedy, Drama",1,Unknown
Austin City Limits,1975,All Ages,8.1,49,"Documentary, Musical",40,Free Services
Great Migrations,2010,All Ages,8.1,49,"Documentary, 2010",1,Disney+
Women of the Night,2019,18+,6.1,49,"Drama, Crime",1,Netflix
Riddle Story of Devil,2014,18+,6.2,49,"Action & Adventure, Anime",1,Funimation
Psi,2014,18+,8.2,49,"Drama, 2014",4,Multiple Streaming Platforms
WITS Academy,2015,All Ages,5.7,49,"Comedy, Fantasy",1,Hulu
Inside Combat Rescue,2013,16+,8.6,49,"Documentary, Reality",1,Unknown
Kings of Con,2016,16+,8.1,49,"Comedy, 2016",1,Unknown
Brothers Conflict,2013,16+,6.1,49,"Animation, Anime",1,Multiple Streaming Platforms
The Other Kingdom,2016,All Ages,5.3,49,"Comedy, Drama",1,Multiple Streaming Platforms
Crashbox,1999,7+,8.3,49,"Animation, Game Show",2,Multiple Streaming Platforms
The Gong Show,1976,7+,7,49,"Game Show, Comedy",2,Hulu
A Sister's All You Need,2017,16+,6.4,49,"Comedy, Animation",1,Multiple Streaming Platforms
Sigmund and the Sea Monsters,1973,All Ages,7,49,"Comedy, Family",2,Prime Video
Azur Lane,2019,16+,5.6,49,"Animation, Anime",1,Multiple Streaming Platforms
Daytime Divas,2017,16+,6.3,49,"Comedy, Drama",1,Unknown
One Big Happy,2015,16+,5.7,49,"Comedy, 2015",1,Unknown
Odd Mom Out,2015,16+,6.9,49,"Comedy, 2015",3,Unknown
Kevin Hart: Don't F**k This Up,2019,18+,6.5,49,"Documentary, 2019",1,Netflix
Assy McGee,2006,18+,5.8,49,"Animation, Comedy",2,Free Services
Majikoi - Oh! Samurai Girls,2011,16+,5.8,49,"Animation, Comedy",1,Unknown
Knight Squad,2018,All Ages,5.2,49,"Action & Adventure, Comedy",3,fuboTV
One Night Stand,1989,18+,8.2,49,"Comedy, Stand-up & Talk",5,Multiple Streaming Platforms
Blade Dance of Elementalers,2014,16+,6.7,49,"Action & Adventure, Animation",1,Multiple Streaming Platforms
Kaleido Star,2003,16+,7.8,49,"Animation, Comedy",2,Multiple Streaming Platforms
What Not to Wear,2003,All Ages,6.8,49,"Reality, Family",12,TLC
Gardeners' World,1968,All Ages,8.2,49,"Documentary, Home & Garden",18,BritBox
Blown Away,2019,7+,6.9,49,"Reality, Game Show",1,Netflix
Here Comes Honey Boo Boo,2012,7+,2.6,49,"Reality, 2012",5,Unknown
Kathy Griffin: My Life on the D-List,2005,16+,7,49,"Comedy, Reality",6,Unknown
Welcome to the Ballroom,2017,16+,7.8,49,"Animation, Anime",1,Prime Video
What on Earth?,2015,16+,5.8,49,"Documentary, 2015",8,Multiple Streaming Platforms
Love and Lies,2017,16+,5.9,49,"Animation, Anime",1,Prime Video
Cannabis,2016,16+,6.8,49,"Crime, Drama",1,Netflix
Amazing Interiors,2018,All Ages,6.7,49,"Documentary, Home & Garden",1,Netflix
Desert Punk,2004,18+,7.3,49,"Animation, Action & Adventure",1,Funimation
