Series Title,Year Released,Content Rating,IMDB Rating,R Rating,Genre,No of Seasons,Streaming Platform
The American West,2016,16+,7.4,53,"Documentary, Drama",1,Multiple Streaming Platforms
Streets of Laredo,1995,16+,7.3,53,"Drama, 1995",1,Multiple Streaming Platforms
Sapphire & Steel,1979,16+,8,53,"Science-Fiction, Mystery",6,Free Services
X-Men,2011,16+,7.1,53,"Action & Adventure, Anime",1,Unknown
Floribama Shore,2017,16+,5,53,"Reality, 2017",3,Multiple Streaming Platforms
Magnifica 70,2015,16+,7.8,53,"Drama, 2015",3,Multiple Streaming Platforms
The Greatest Love,2011,16+,7.9,53,"Comedy, Drama",1,Prime Video
The Hunt with John Walsh,2014,16+,7.5,53,"Crime, Documentary",4,Hulu
The Dick Van Dyke Show,1961,All Ages,6.8,53,"Comedy, Family",5,Multiple Streaming Platforms
Puffin Rock,2015,All Ages,8.7,52,"Animation, Children",2,Netflix
Ride Upon the Storm,2017,18+,7.6,52,"Drama, 2017",2,Netflix
The Real Housewives of Orange County,2006,16+,4.2,52,"Drama, Reality",14,Multiple Streaming Platforms
On Death Row,2012,7+,8,52,"Documentary, 2012",2,Multiple Streaming Platforms
Scream Queens,2008,16+,7.3,52,"Reality, Horror",2,Free Services
The Royal House of Windsor,2017,16+,7.4,52,"Documentary, History",1,Netflix
Watch Over Me,2006,16+,6.5,52,"Drama, Thriller",1,Hulu
Mountain Monsters,2013,16+,5,52,"Action & Adventure, Reality",6,fuboTV
Lost Gold of World War II,2019,7+,6.2,52,"Documentary, 2019",2,fuboTV
The Legend of the Legendary Heroes,2010,16+,7.2,52,"Action & Adventure, Animation",1,Funimation
Just Because!,2017,7+,6.8,52,"Reality, Anime",1,Prime Video
Return to Lonesome Dove,1993,16+,7.2,52,"Drama, Documentary",1,Starz
The Next Iron Chef,2007,All Ages,6.6,52,"Reality, 2007",5,Free Services
Ascendance of a Bookworm,2019,16+,7.8,52,"Animation, Anime",2,Free Services
The Quest,2014,7+,7,52,"Fantasy, Game Show",1,Free Services
The Parent 'Hood,1995,7+,6.8,52,"Comedy, 1995",5,Starz
Aquaman,2006,7+,7.2,52,"Drama, Science-Fiction",1,DC Universe
Maximilian - Das Spiel von Macht und Liebe,2017,18+,7.4,52,"History, Drama",1,Starz
Radiant,2018,16+,6.7,52,"Action & Adventure, Anime",2,Multiple Streaming Platforms
Lab Rats: Elite Force,2016,7+,6.5,52,"Action & Adventure, Science-Fiction",1,Disney+
Gosick,2011,18+,7.3,52,"Animation, Anime",1,Funimation
The 8th Son? Are You Kidding Me?,2020,16+,5.9,52,"Animation, Anime",1,Multiple Streaming Platforms
Missions,2017,16+,6.7,52,"Drama, Science-Fiction",2,Shudder
Action Bronson and Friends Watch Ancient Aliens,2016,18+,7.7,52,"Comedy, Science-Fiction",2,Viceland
Borderline,2016,16+,7.1,52,"Comedy, 2016",2,Netflix
Lucky Star,2007,16+,7.3,52,"Animation, Anime",1,Funimation
Tokyo Magnitude 8.0,2009,All Ages,7.9,52,"Animation, Drama",1,Unknown
Charlie Jade,2005,16+,7.2,52,"Drama, Science-Fiction",1,Prime Video
Madeline,1993,All Ages,6.9,52,"Animation, Children",3,Multiple Streaming Platforms
Supersize vs Superskinny,2008,7+,6.8,52,"Reality, Documentary",7,Free Services
Rehab Addict,2010,All Ages,7.8,52,"Home & Garden, Reality",9,Multiple Streaming Platforms
Guyver: The Bioboosted Armor,2005,18+,7.9,52,"Action & Adventure, Animation",1,Funimation
Salamander,2012,16+,7.6,52,"Crime, Drama",2,Hoopla
Live PD: Police Patrol,2017,16+,7.9,52,"Crime, Reality",5,Multiple Streaming Platforms
The Mr. Peabody & Sherman Show,2015,7+,5.7,52,"Animation, Comedy",4,Netflix
Silver Surfer,1998,7+,7.1,52,"Action & Adventure, Animation",1,Disney+
The Last Enemy,2008,18+,7.1,52,"Drama, Romance",1,Unknown
And You Thought There Is Never a Girl Online?,2016,16+,6.4,52,"Animation, Anime",2,Funimation
Dead Pixels,2019,16+,7.3,52,"Comedy, Fantasy",1,Multiple Streaming Platforms
Southern Charm,2014,16+,6.2,52,"Drama, Reality",6,Multiple Streaming Platforms
Most Evil,2006,16+,8.3,52,"Documentary, Crime",3,fuboTV
Dagashi Kashi,2016,16+,6.2,52,"Animation, Anime",2,Multiple Streaming Platforms
The Dust Bowl,2012,7+,8.2,52,"Documentary, 2012",1,Unknown
Ties That Bind,2015,7+,6.2,52,"Crime, Drama",1,Unknown
Captain Scarlet and the Mysterons,1967,All Ages,7.9,52,"Action & Adventure, Animation",1,Multiple Streaming Platforms
64 Zoo Lane,2001,All Ages,6.5,52,"Animation, Children",4,Free Services
Pacific Blue,1996,7+,5.6,52,"Action & Adventure, Drama",5,Free Services
Cooper Barrett's Guide to Surviving Life,2016,7+,6.3,52,"Comedy, 2016",1,Unknown
Kaboul Kitchen,2012,7+,7.6,52,"Comedy, 2012",3,Hoopla
Corpse Princess,2008,7+,6.9,52,"Action & Adventure, Anime",2,Multiple Streaming Platforms
Space Ghost and Dino Boy,1966,7+,7.3,52,"Animation, Fantasy",3,Unknown
TripTank,2014,16+,6.3,52,"Comedy, Animation",2,Multiple Streaming Platforms
Killer Kids,2011,16+,7,52,"Documentary, Biography",4,Multiple Streaming Platforms
Anyone But Me,2009,16+,7.1,52,"Drama, LGBTQ",3,Multiple Streaming Platforms
MotherFatherSon,2019,18+,6.7,52,"Drama, Thriller",1,Starz
Tales from the Cryptkeeper,1993,7+,7.6,52,"Animation, Comedy",3,Free Services
30 Minute Meals,2001,All Ages,6.4,52,"Food, Home & Garden",29,Multiple Streaming Platforms
The Age of A.I.,2019,16+,7.8,52,"Documentary, Science-Fiction",1,Free Services
Bramwell,1995,All Ages,8,52,"Drama, 1995",4,Multiple Streaming Platforms
Commander in Chief,2005,7+,6.8,52,"Drama, Documentary",1,Unknown
The Aquabats! Super Show!,2012,7+,8.3,52,"Action & Adventure, Comedy",3,Unknown
After the Rain,2018,18+,7.4,52,"Animation, Anime",1,Prime Video
Knight's & Magic,2017,16+,7.3,52,"Fantasy, Romance",1,Multiple Streaming Platforms
Psi Factor: Chronicles of the Paranormal,1996,16+,7.2,52,"Drama, Fantasy",4,Free Services
Oddities,2010,7+,8,52,"Reality, Documentary",5,Multiple Streaming Platforms
Sgt. Frog,2004,7+,7.6,52,"Animation, Anime",7,Funimation
Cooked With Cannabis,2020,18+,6.7,52,"Reality, 2020",1,Netflix
Missing,2012,7+,6.9,52,"Action & Adventure, Crime",1,Unknown
The Pyramid Code,2020,7+,6.7,52,"Documentary, 2020",1,Unknown
This American Life,2007,16+,8.3,52,"Documentary, 2007",2,Multiple Streaming Platforms
Guerrilla,2017,18+,5.7,52,"Drama, History",1,Multiple Streaming Platforms
Zetman,2012,18+,6.4,52,"Action & Adventure, Anime",1,Unknown
Are We There Yet?,2010,7+,5.4,52,"Comedy, 2010",4,Unknown
Challenge of the Super Friends,1978,7+,7.7,52,"Action & Adventure, Animation",2,Unknown
Single-Handed,2007,16+,7.5,52,"Drama, Thriller",4,Multiple Streaming Platforms
My Bride is a Mermaid,2007,18+,7.3,52,"Animation, Comedy",1,Funimation
The Big Comfy Couch,1993,All Ages,7.1,52,"Family, Children",7,Multiple Streaming Platforms
Excel Saga,1999,16+,7.5,52,"Animation, Anime",1,Funimation
Cosby,1996,7+,6.4,52,"Comedy, 1996",4,Multiple Streaming Platforms
Web Therapy,2011,16+,6.6,52,"Comedy, 2011",4,Unknown
Lipstick Jungle,2008,16+,6.5,52,"Comedy, Drama",2,Free Services
My Own Worst Enemy,2008,16+,7.3,52,"Drama, Action & Adventure",1,Unknown
Monsters Inside Me,2009,16+,7.5,52,"Reality, Documentary",8,fuboTV
Scare Tactics,2003,16+,6.7,52,"Comedy, Reality",5,Netflix
Defenders of the Earth,1986,7+,7.1,52,"Animation, Action & Adventure",1,Multiple Streaming Platforms
GAMERS!,2017,16+,6.6,52,"Romance, Anime",1,Multiple Streaming Platforms
The Hunger,1997,18+,6.3,52,"Drama, Horror",2,Prime Video
Luis Miguel: The Series,2018,18+,8.1,52,"Biography, Drama",1,Netflix
Auction Hunters,2010,16+,5.9,52,"Reality, 2010",6,Unknown
Homemade,2020,16+,6.1,52,"Drama, 2020",1,Netflix
I Love New York,2007,16+,4.5,52,"Reality, 2007",2,Unknown
Astro Boy,1963,16+,7.4,52,"Animation, Science-Fiction",2,Funimation
Drain the Oceans,2018,7+,7.6,52,"Documentary, History",3,Multiple Streaming Platforms
Mad,2010,7+,5.8,52,"Animation, Comedy",4,Unknown
Harvey Beaks,2015,7+,7,52,"Animation, Children",3,Multiple Streaming Platforms
Marvel’s Hulk and the Agents of S.M.A.S.H,2013,7+,6.1,52,"Action & Adventure, Animation",2,Disney+
Supernatural: The Animation,2011,16+,7.4,52,"Animation, Fantasy",1,Free Services
Day 5,2016,18+,7.5,52,"Action & Adventure, Drama",2,Free Services
Best Friends Whenever,2015,All Ages,5.6,52,"Comedy, Family",2,Disney+
Kimba the White Lion,1966,All Ages,7,52,"Action & Adventure, Animation",2,Funimation
Friendzone,2011,7+,6.3,52,"Reality, 2011",5,Multiple Streaming Platforms
Monday Mornings,2013,16+,7.7,52,"Drama, 2013",1,Unknown
Transformers: Robots In Disguise,2015,All Ages,6,52,"Animation, Action & Adventure",4,Multiple Streaming Platforms
Black Blood Brothers,2006,16+,7.1,52,"Action & Adventure, Anime",1,Multiple Streaming Platforms
Cat Planet Cuties,2010,16+,6.7,52,"Animation, Anime",1,Funimation
I (Almost) Got Away With It,2010,16+,7.5,52,"Documentary, Crime",8,fuboTV
"I Love You, America",2017,18+,5.7,52,"Comedy, 2017",2,Hulu
Anna Karenina,2017,18+,6.6,52,"Drama, Romance",1,Prime Video
James May's Toy Stories,2009,7+,8.1,52,"Documentary, 2009",1,Multiple Streaming Platforms
Eromanga Sensei,2017,16+,5.4,52,"Animation, Anime",2,Multiple Streaming Platforms
Bikini Warriors,2015,18+,5.3,52,"Animation, Anime",1,Funimation
Marvel's Avengers: Black Panther's Quest,2013,7+,7,52,"Animation, Action & Adventure",2,Free Services
Garrow's Law,2009,7+,8.3,52,"Biography, Drama",3,Hoopla
Senran Kagura Ninja Flash,2013,18+,6.2,52,"Action & Adventure, Animation",2,Multiple Streaming Platforms
BeastMaster,1999,7+,6.3,52,"Action & Adventure, Fantasy",4,Free Services
Aussie Gold Hunters,2016,7+,7.1,52,"Documentary, Action & Adventure",5,Multiple Streaming Platforms
Let's Eat,2013,16+,7.7,52,"Comedy, Drama",3,Netflix
Little Big Shots,2016,All Ages,7.2,52,"Comedy, Family",4,Multiple Streaming Platforms
Ravi Patel's Pursuit of Happiness,2020,18+,8.1,52,"Documentary, Comedy",1,HBO MAX
World's Dumbest...,2008,16+,7.5,52,"Reality, Comedy",16,fuboTV
Nicolas Le Floch,2008,16+,8.5,52,"Action & Adventure, Drama",6,Hoopla
IRT Deadliest Roads,2010,7+,7.4,52,"Reality, Documentary",5,Multiple Streaming Platforms
Winter,2015,18+,7.4,52,"Crime, Drama",1,Multiple Streaming Platforms
Shark Week,1987,16+,8.1,52,"Documentary, Reality",39,Multiple Streaming Platforms
Prime Suspect: Tennison,2017,16+,7.5,52,"Crime, Drama",1,Prime Video
MonsterQuest,2007,16+,7.1,52,"Documentary, Reality",4,Multiple Streaming Platforms
Stuck in the Middle,2016,All Ages,5.9,52,"Comedy, Family",3,Disney+
Ice Pilots NWT,2009,7+,7.5,52,"Documentary, 2009",6,Free Services
Killing Bites,2018,18+,6.2,52,"Animation, Anime",1,Prime Video
Sherlock Hound,1984,All Ages,7.5,52,"Animation, Children",1,Free Services
Archangel,2005,18+,6.5,52,"Action & Adventure, Drama",1,Multiple Streaming Platforms
The Baby-Sitters Club,1990,All Ages,7.4,52,"Children, Comedy",1,Unknown
Grace & Favour,1992,7+,7.8,52,"Comedy, 1992",2,BritBox
The McCarthys,2014,7+,6.4,52,"Comedy, Family",1,Unknown
Gaspard and Lisa,2011,All Ages,7.6,52,"Animation, Children",1,Free Services
Night Stalker,2005,7+,6.4,52,"Horror, Mystery",1,Free Services
"My Brother, My Brother and Me",2017,18+,8.4,52,"Comedy, Reality",1,Unknown
Snapped: Killer Couples,2013,7+,7.2,52,"Documentary, Crime",14,Multiple Streaming Platforms
Red Rock,2015,7+,7.6,52,"Drama, Crime",6,Prime Video
Trolls: The Beat Goes On!,2018,All Ages,5.8,52,"Animation, Comedy",8,Netflix
Kourtney and Kim Take New York,2011,16+,3.2,52,"Reality, Drama",4,Free Services
Ghost Stories,2000,7+,7.9,52,"Action & Adventure, Animation",1,Free Services
Autumn's Concerto,2009,16+,8,52,"Drama, Romance",1,Netflix
The Zoo,2017,7+,9,52,"Reality, Documentary",4,fuboTV
Red Widow,2013,7+,6.6,52,"Crime, Drama",1,Free Services
Don't,2020,16+,5.7,52,"Comedy, Game Show",1,Multiple Streaming Platforms
Mistresses,2008,18+,7.6,52,"Drama, 2008",3,Unknown
Lucky Dog,2013,All Ages,8.6,52,"Family, Documentary",7,Multiple Streaming Platforms
Casshern Sins,2008,16+,7.3,52,"Animation, Science-Fiction",1,Funimation
Braceface,2001,All Ages,6.4,52,"Animation, Comedy",6,Multiple Streaming Platforms
Instant Mom,2013,7+,6.5,52,"Comedy, Drama",3,BET+
Srugim,2008,16+,8.4,52,"Drama, 2008",3,Multiple Streaming Platforms
A Touch of Green,2015,All Ages,8.5,52,"Drama, Family",1,Netflix
Chicken Girls,2017,All Ages,6.8,52,"Comedy, Drama",7,Multiple Streaming Platforms
Your Worst Nightmare,2014,16+,7,52,"Crime, Documentary",6,Multiple Streaming Platforms
Unusual Suspects,2010,16+,7.6,52,"Documentary, Drama",9,Hulu
Lupin the Third: The Woman Called Fujiko Mine,2012,18+,7.8,52,"Action & Adventure, Animation",1,Unknown
HANEBADO!,2018,16+,6.3,52,"Sport, Anime",1,Multiple Streaming Platforms
The Last Cinderella,2013,18+,7.4,52,"Comedy, Romance",1,Free Services
Shadow,2019,7+,6.6,52,"Action & Adventure, Crime",1,Netflix
Single Father,2010,16+,7.8,52,"Drama, 2010",1,Multiple Streaming Platforms
The Millers,2013,16+,5.9,52,"Comedy, 2013",2,Unknown
WATATEN!: an Angel Flew Down to Me,2019,16+,6.5,52,"Animation, Comedy",1,Free Services
Superheroes: A Never-Ending Battle,2013,7+,8.2,52,"Action & Adventure, Documentary",1,Multiple Streaming Platforms
Chrome Shelled Regios,2009,18+,7.2,52,"Animation, Anime",1,Funimation
Aoharu x Machinegun,2015,16+,6.6,52,"Comedy, Anime",1,Free Services
The Mallorca Files,2019,7+,6.3,52,"Crime, Drama",1,BritBox
Ad Vitam,2018,7+,6.5,52,"Crime, Drama",1,Netflix
Hunderby,2012,16+,7.4,52,"Comedy, 2012",2,Hulu
Hakuoki -Demon Of The Fleeting Blossom-,2010,18+,7.4,52,"Animation, Action & Adventure",3,Multiple Streaming Platforms
Kourtney and Khloé Take Miami,2009,16+,3.2,52,"Reality, 2009",4,Free Services
Norn9: Norn+Nonet,2016,16+,6.2,52,"Animation, Anime",1,Free Services
No Activity,2015,18+,7.9,52,"Comedy, Crime",2,Hulu
Random Acts of Flyness,2018,18+,6.3,52,"Comedy, Animation",1,HBO
The Gumby Show,1955,All Ages,7,52,"Animation, Action & Adventure",10,Multiple Streaming Platforms
IRODUKU: The World in Colors,2018,16+,7.3,52,"Drama, Anime",1,Prime Video
Heartstrings,2011,16+,7.2,52,"Comedy, Drama",1,Hulu
Parking Wars,2008,7+,6.6,52,"Reality, 2008",7,Multiple Streaming Platforms
Hitori Bocchi no Marumaruseikatsu,2019,7+,7,52,"Animation, Anime",1,Free Services
Civilisation,1969,All Ages,8.7,52,"Documentary, History",1,BritBox
Live Free or Die,2014,7+,7.6,52,"Reality, Action & Adventure",3,Multiple Streaming Platforms
Crusoe,2008,All Ages,6.9,52,"Action & Adventure, Drama",1,Unknown
Fanboy and Chum Chum,2009,All Ages,3.2,52,"Action & Adventure, Animation",2,Unknown
Laguna Beach,2004,7+,4.8,52,"Reality, Drama",4,CBS All Access
Galactica 1980,1980,7+,5.6,52,"Science-Fiction, Action & Adventure",1,Unknown
South Beach Tow,2011,16+,4,52,"Documentary, Drama",4,Unknown
Wahlburgers,2014,16+,6.8,52,"Reality, Family",10,Multiple Streaming Platforms
Maine Cabin Masters,2017,All Ages,7.9,52,"Reality, Home & Garden",5,Multiple Streaming Platforms
The Surreal Life,2003,16+,5.3,52,"Reality, Comedy",6,Free Services
Dance in the Vampire Bund,2010,18+,6.7,52,"Action & Adventure, Anime",1,Funimation
The Adventures of the Galaxy Rangers,1986,All Ages,7.7,52,"Animation, Action & Adventure",1,Unknown
Beautiful Bones: Sakurako’s Investigation,2015,18+,6.9,52,"Animation, Anime",1,Free Services
A Certain Scientific Accelerator,2019,18+,7.1,52,"Animation, Action & Adventure",1,Multiple Streaming Platforms
Casey Anthony: An American Murder Mystery,2017,16+,7.2,52,"Biography, Crime",1,Hulu
Catch a Contractor,2014,7+,7.5,52,"Reality, 2014",3,Unknown
Little Mosque on the Prairie,2007,7+,5.6,52,"Comedy, 2007",6,Hulu
Bubblegum Crisis 2032,1987,16+,7.5,52,"Action & Adventure, Anime",2,Multiple Streaming Platforms
Bong Appétit,2016,16+,7.9,52,"Documentary, Food",3,Multiple Streaming Platforms
Escape to the Chateau DIY,2018,7+,8.2,51,"Documentary, Home & Garden",4,Free Services
Witnesses,2014,18+,7.3,51,"Mystery, Thriller",2,Unknown
Criss Angel Mindfreak,2005,7+,5.8,51,"Reality, Comedy",6,Multiple Streaming Platforms
Spooksville,2013,7+,7.6,51,"Comedy, Family",1,Unknown
Killing Time,2011,18+,7.3,51,"Drama, Crime",1,Free Services
NYC 22,2012,16+,6.5,51,"Drama, Crime",1,Unknown
Sharpe,1993,16+,8.6,51,"Action & Adventure, 1993",7,BritBox
World of Winx,2016,7+,6.8,51,"Animation, Action & Adventure",2,Netflix
A Very British Coup,1988,18+,8.2,51,"Drama, 1988",1,Prime Video
Antiques Roadshow,1997,All Ages,7.2,51,"Documentary, Reality",35,Multiple Streaming Platforms
Omamori Himari,2010,18+,6.5,51,"Animation, Anime",1,Funimation
Nate & Jeremiah by Design,2017,All Ages,7.7,51,"Reality, LGBTQ",3,Multiple Streaming Platforms
Bad Girls All-Star Battle,2013,16+,7.3,51,"Reality, 2013",2,Unknown
Dark Matters: Twisted But True,2011,7+,8,51,"Documentary, Horror",2,Unknown
Made in Chelsea,2011,16+,4.7,51,"Documentary, Reality",19,Hulu
Diesel Brothers,2016,16+,6.5,51,"Reality, Comedy",7,Multiple Streaming Platforms
The Abbott and Costello Show,1952,All Ages,8.2,51,"Comedy, Family",2,Unknown
Fastlane,2002,16+,7.4,51,"Action & Adventure, Crime",1,Unknown
AKB0048,2012,16+,7.7,51,"Animation, Anime",2,Free Services
Tattoo Nightmares,2012,16+,6.7,51,"Reality, 2012",4,Unknown
SWORD GAI: The Animation,2018,18+,5.9,51,"Animation, Anime",2,Netflix
Momokuri,2016,16+,6.6,51,"Animation, Comedy",2,Free Services
Young Hercules,1998,7+,5.8,51,"Action & Adventure, Fantasy",1,Multiple Streaming Platforms
Cults and Extreme Belief,2018,16+,7.5,51,"Documentary, Cult",1,Multiple Streaming Platforms
Psychic Detective Yakumo,2010,16+,6.7,51,"Action & Adventure, Animation",1,Hulu
Lego Star Wars: The Yoda Chronicles,2013,7+,7.4,51,"Action & Adventure, Animation",2,Unknown
The Replacements,2006,7+,5.8,51,"Animation, Children",2,Disney+
Code:Breaker,2012,All Ages,6.9,51,"Action & Adventure, Anime",1,Funimation
Murder Calls,2017,16+,7.8,51,"Documentary, Crime",3,Multiple Streaming Platforms
Here to Heart,2018,7+,7.6,51,"Drama, Romance",1,Netflix
The Supervet,2014,7+,8.7,51,"Documentary, Reality",14,Unknown
Tsuredure Children,2017,16+,7.3,51,"Animation, Comedy",1,Multiple Streaming Platforms
The Philanthropist,2009,16+,7.5,51,"Drama, Action & Adventure",1,Unknown
Stephen Hawking's Grand Design,2012,All Ages,8.4,51,"Documentary, 2012",1,fuboTV
Rabbids Invasion,2013,7+,5.1,51,"Animation, Children",5,Multiple Streaming Platforms
Sarazanmai,2019,7+,7,51,"Animation, LGBTQ",1,Multiple Streaming Platforms
The Busy World of Richard Scarry,1994,All Ages,7.4,51,"Animation, Children",5,Multiple Streaming Platforms
Lost & Found Music Studios,2015,All Ages,6.8,51,"Family, Children",2,Netflix
Extreme Cheapskates,2012,16+,5.5,51,"Reality, 2012",3,Multiple Streaming Platforms
Broken Angel,2013,7+,7.1,51,"Crime, Drama",1,Hulu
Captain N and the New Super Mario World,1991,All Ages,6.6,51,"Documentary, Animation",1,Multiple Streaming Platforms
Human Weapon,2007,All Ages,8.3,51,"Documentary, Reality",1,Multiple Streaming Platforms
Trailer Park Boys: Out of the Park: Europe,2016,18+,6.6,51,"Action & Adventure, Comedy",2,Netflix
Re:Creators,2017,18+,7,51,"Animation, Anime",1,Prime Video
"The Heart, She Holler",2011,18+,6.6,51,"Comedy, Horror",3,Free Services
Live Rescue,2019,16+,6.8,51,"Drama, Reality",3,Multiple Streaming Platforms
The New Adventures of Flash Gordon,1979,7+,7,51,"Animation, Children",2,Multiple Streaming Platforms
Girls' Last Tour,2017,16+,7.6,51,"Animation, Anime",1,Prime Video
Space Patrol Luluco,2016,16+,7.1,51,"Comedy, Anime",1,Free Services
Bill Nye Saves the World,2017,7+,3.6,51,"Comedy, 2017",3,Netflix
Magical Warfare,2014,16+,6.3,51,"Action & Adventure, Animation",1,Free Services
Hole in the Wall,2008,All Ages,3.3,51,"Game Show, 2008",4,Multiple Streaming Platforms
Sinbad,2012,7+,6.4,51,"Action & Adventure, Fantasy",1,Multiple Streaming Platforms
Street Fighter: Resurrection,2016,16+,6.5,51,"Action & Adventure, Crime",1,Prime Video
Missing,2017,16+,6.3,51,"Crime, Drama",3,Multiple Streaming Platforms
Charlie and Lola,2005,All Ages,6.6,51,"Animation, Children",3,Multiple Streaming Platforms
Delocated,2008,16+,7.2,51,"Comedy, 2008",3,Free Services
2 Dope Queens,2018,16+,5.5,51,"Comedy, Stand-up & Talk",2,Multiple Streaming Platforms
Tientsin Mystic,2017,7+,7.2,51,"Drama, Mystery",1,Netflix
Sydney to the Max,2019,All Ages,6.2,51,"Comedy, Family",2,Multiple Streaming Platforms
Science Ninja Team Gatchaman,1972,7+,7.9,51,"Animation, Science-Fiction",3,Unknown
Ask This Old House,2002,All Ages,7.6,51,"Home & Garden, Reality",18,Multiple Streaming Platforms
Ask the Storybots,2016,All Ages,8.3,51,"Animation, Action & Adventure",3,Netflix
StarTalk with Neil deGrasse Tyson,2015,All Ages,7.8,51,"2015, Prime Video",5,Multiple Streaming Platforms
Total Drama Presents: The Ridonculous Race,2015,7+,6.7,51,"Animation, Action & Adventure",1,Netflix
Speed with Guy Martin,2013,All Ages,8.6,51,"Action & Adventure, Documentary",3,Free Services
Bitter Daisies,2018,18+,7.1,51,"Drama, Thriller",1,Netflix
The New Yorker Presents,2016,18+,6.5,51,"Documentary, 2016",1,Prime Video
Legend of the Three Caballeros,2018,All Ages,7.8,51,"Animation, Anime",1,Disney+
The Life and Legend of Wyatt Earp,1955,7+,7.6,51,"Drama, Action & Adventure",6,Multiple Streaming Platforms
No Activity,2017,18+,6.6,51,"Comedy, 2017",3,Multiple Streaming Platforms
Training Day,2017,16+,6,51,"Crime, Drama",1,Unknown
Kung Fu Panda: Legends of Awesomeness,2011,7+,6.1,51,"Action & Adventure, Animation",3,Hulu
Pointless,2009,All Ages,7.3,51,"Game Show, Reality",23,BritBox
Our Cartoon President,2018,16+,5.1,51,"Comedy, Animation",3,Multiple Streaming Platforms
The Chase,2013,All Ages,7.4,51,"Game Show, 2013",5,Netflix
Shot in the Dark,2017,18+,8.3,51,"Reality, Documentary",1,Netflix
White Rabbit Project,2016,7+,6.9,51,"Reality, 2016",1,Netflix
Paradise Hotel,2003,16+,4.9,51,"Reality, Romance",3,Multiple Streaming Platforms
Strictly Sexual The Series,2011,18+,6.5,51,"Comedy, 2011",1,Multiple Streaming Platforms
The Big Family Cooking Showdown,2017,7+,7.1,51,"Reality, Food",2,Netflix
Moby Dick,1998,7+,6.4,51,"Action & Adventure, Drama",1,Multiple Streaming Platforms
Tangle,2009,16+,7.7,51,"Drama, 2009",3,Multiple Streaming Platforms
Fated to Love You,2008,7+,7.5,51,"Comedy, Drama",1,Multiple Streaming Platforms
Shimmer and Shine,2016,All Ages,5.4,51,"Animation, Action & Adventure",9,Multiple Streaming Platforms
Square Pegs,1982,All Ages,7.3,51,"Comedy, 1982",1,Unknown
Hot Date,2017,16+,7,51,"Comedy, 2017",2,Unknown
Game Shakers,2015,All Ages,4.4,51,"Comedy, Family",6,Multiple Streaming Platforms
Littlest Pet Shop,2012,All Ages,6.1,51,"Animation, Comedy",5,Multiple Streaming Platforms
Do No Harm,2013,16+,6.9,51,"Drama, 2013",1,Unknown
Twenty Twelve,2011,16+,7.8,51,"Comedy, 2011",2,Unknown
Painkiller Jane,2005,16+,5.9,51,"Action & Adventure, Science-Fiction",1,Multiple Streaming Platforms
Camp,2013,16+,7.3,51,"Comedy, Drama",1,Unknown
Dance with Devils,2015,16+,6,51,"Animation, Anime",1,Multiple Streaming Platforms
The Garden of Sinners,2013,18+,7,51,"Animation, Action & Adventure",2,Free Services
Atelier,2015,16+,7.3,51,"Drama, Animation",1,Netflix
Girls Incarcerated,2018,18+,7.3,51,"Documentary, Crime",2,Netflix
T.I. & Tiny: The Family Hustle,2011,16+,6.2,51,"Reality, Documentary",6,Multiple Streaming Platforms
Please Teacher!,2002,7+,7,51,"Animation, Anime",1,Multiple Streaming Platforms
Kids Baking Championship,2015,All Ages,7.1,51,"Food, Reality",8,Multiple Streaming Platforms
Barbie Dreamhouse Adventures,2018,All Ages,6.7,51,"Animation, Comedy",5,Netflix
Aria the Scarlet Ammo,2011,16+,6.8,51,"Action & Adventure, Anime",2,Multiple Streaming Platforms
Safe House,2015,18+,6.4,51,"Crime, Drama",2,Unknown
Gene Simmons Family Jewels,2006,7+,5.7,51,"Documentary, Reality",8,Multiple Streaming Platforms
Kanon,2006,7+,7.6,51,"Animation, Anime",1,Funimation
When We Left Earth: The NASA Missions,2008,All Ages,8.8,51,"Documentary, History",1,Unknown
Dimension W,2016,18+,6.9,51,"Animation, Anime",1,Multiple Streaming Platforms
My Strange Addiction,2010,16+,5.7,51,"Reality, Documentary",6,Multiple Streaming Platforms
Unexpected,2017,16+,5.2,51,"Reality, 2017",3,Multiple Streaming Platforms
Sabrina: The Animated Series,1999,7+,5.9,51,"Animation, Comedy",2,Multiple Streaming Platforms
Mount Pleasant,2011,16+,7.3,51,"Comedy, Drama",7,AcornTV
Booba,2014,All Ages,7,51,"Animation, Comedy",7,Multiple Streaming Platforms
Chasing Classic Cars,2008,7+,7.3,51,"Documentary, Reality",15,fuboTV
Chelsea,2016,18+,6.1,51,"Comedy, 2016",2,Netflix
The F Word,2005,18+,6.9,51,"Food, Reality",5,Multiple Streaming Platforms
Butterbean's Café,2018,All Ages,7.3,51,"Animation, Family",6,Multiple Streaming Platforms
Redneck Island,2012,18+,6,51,"Game Show, Reality",5,Free Services
The Sing-Off,2009,All Ages,7.1,51,"Game Show, Reality",5,Unknown
My Little Pony Tales,1992,All Ages,6.2,51,"Animation, Family",1,Multiple Streaming Platforms
Good Vibes,2011,18+,7.3,51,"Animation, Comedy",1,Unknown
The Jeselnik Offensive,2013,16+,7.6,51,"Comedy, 2013",2,Multiple Streaming Platforms
The Royal,2003,7+,7.4,51,"Drama, 2003",8,Multiple Streaming Platforms
Superboy,1988,7+,6.2,51,"Action & Adventure, Fantasy",4,DC Universe
